"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"249","MMR222","Shan","MMR014D001","Taunggyi","MMR014007","Ywangan",18348,13836,4512,24.5912361020275,79018,3514,4.30662742533246,758,1913,3966,4157,3242,2173,1142,630,367,18348,27,4839,3083,4700,5360,192,46,101,18348,17912,125,159,129,13,10,18348,181,14258,78.6952256376717,1839,71,188,1811,18348,2381,635,10,15284,23,15,18348,60,9575,6,1337,52,7288,30,18348,8031,197,7313,2717,90,18348,1296,1643,5758,2002,373,1724,4633,919,18348,2601,18,1640,1006,1311,3539,2937,87,2,5207,18348,2723,18,1569,991,1566,3550,2718,1,4,5208,18348,530,1,23,5,17160,603,16,0,10,18348,8890,4781,219,2207,81,152,18348,216,8420,1396,463,4,4,5363
"250","MMR222","Shan","MMR014D001","Taunggyi","MMR014008","Lawksawk",34107,28490,5617,16.4687600785762,155708,9022,4.56527985457531,1017,3119,6585,8038,6374,4051,2319,1423,1181,34107,1323,4881,3373,9419,14512,330,75,194,34107,30206,979,666,1910,139,207,34107,180,21265,62.8756560236902,10125,219,614,1704,34107,6854,106,16,27006,83,42,34107,172,20084,133,5104,60,8457,97,34107,10665,290,16946,5958,248,34107,8738,632,8599,2550,348,1230,11697,313,34107,2621,1317,8306,6291,1496,8484,1369,1600,216,2407,34107,3079,1100,8044,6032,1733,9946,1382,16,362,2413,34107,4239,5,11,17,26944,2785,68,2,36,34107,13093,20674,901,9771,613,650,34107,842,20573,4954,1717,27,19,8375
"251","MMR222","Shan","MMR014D001","Taunggyi","MMR014009","Pinlaung",42083,34912,7171,17.0401349713661,185249,7008,4.40199130290141,1421,3818,8494,10086,8039,5254,2756,1395,820,42083,715,13110,3793,8936,14492,290,96,651,42083,40065,381,419,804,307,107,42083,305,36457,87.3559394529858,2567,269,200,2285,42083,2134,109,48,39578,94,120,42083,205,21186,27,3654,591,16104,316,42083,24035,153,14335,3123,437,42083,13165,2069,9082,851,358,2205,13855,498,42083,3234,1188,4365,1839,988,2543,15505,1566,246,10609,42083,3481,1168,4083,1941,1315,4594,15162,25,260,10054,42083,5792,12,30,32,35870,314,3,1,29,42083,8029,22096,979,9832,520,1416,42083,1078,26933,3254,1936,210,123,6724
"252","MMR222","Shan","MMR014D001","Taunggyi","MMR014010","Pekon",20084,17381,2703,13.4584744074885,101345,2245,5.04605656243776,749,1455,2841,3838,3621,2804,2012,1455,1309,20084,613,4006,2403,9490,3105,173,44,250,20084,18306,501,466,775,14,22,20084,99,17346,86.8601872137024,616,102,191,1730,20084,1294,72,9,18570,25,114,20084,78,4493,10,9328,87,5968,120,20084,1579,58,13489,4795,163,20084,6724,161,4457,461,199,438,7379,265,20084,1788,411,6567,2014,162,1126,5391,776,49,1800,20084,2243,286,6749,2044,164,1374,5363,5,56,1800,20084,2868,3,2,13,17012,149,9,0,28,20084,6399,10762,800,4315,381,316,20084,565,13669,4281,2514,608,151,1398
"253","MMR222","Shan","MMR014D002","Loilen","MMR014011","Loilen",25417,18899,6518,25.6442538458512,118565,5992,4.66479128142582,1056,2560,4424,5265,4584,3083,1936,1256,1253,25417,497,3166,2010,10446,9000,74,22,202,25417,22658,1207,477,1010,22,43,25417,231,12007,48.1488767360428,12209,178,387,405,25417,1670,29,19,23623,34,42,25417,78,9683,137,10719,138,4570,92,25417,9871,219,11641,3508,178,25417,9161,359,5623,159,74,2918,6977,146,25417,3456,189,6934,4329,808,1032,4896,1040,42,2691,25417,4040,128,7104,4078,835,1397,5080,5,53,2697,25417,4963,3,4,11,19266,1099,54,0,17,25417,3358,14455,591,6893,724,1529,25417,784,19004,1262,887,2,0,1372
"254","MMR222","Shan","MMR014D002","Loilen","MMR014012","Laihka",8790,6610,2180,24.8009101251422,47336,1495,5.38521046643914,180,694,1202,1591,1553,1234,876,608,852,8790,127,1382,841,2685,3635,18,15,87,8790,8379,112,77,198,12,12,8790,29,4823,55.1990898748578,3228,244,155,311,8790,1195,17,4,7491,65,18,8790,32,3727,38,2950,18,1941,84,8790,3303,142,3661,1581,103,8790,2629,87,2440,56,80,1087,2293,118,8790,936,1757,1248,2769,93,1533,268,59,1,126,8790,971,1771,1190,2397,95,1913,315,4,0,134,8790,812,0,4,1,7810,147,12,0,4,8790,1348,5191,576,2298,244,165,8790,387,7002,1684,2669,23,2,2230
"255","MMR222","Shan","MMR014D002","Loilen","MMR014013","Nansang",23227,18097,5130,22.0863650062427,110305,6656,4.74899900977311,872,2290,4116,4725,4139,2890,1829,1223,1143,23227,1431,3419,1833,5683,10401,146,54,260,23227,19538,1361,264,1807,76,181,23227,371,14351,63.3831317001765,5680,371,490,1964,23227,3487,157,13,19337,38,195,23227,193,11661,102,4852,66,6100,253,23227,8741,737,6882,6498,369,23227,8087,614,5864,372,370,648,7161,111,23227,2187,839,3475,5385,830,3304,923,4745,851,688,23227,4106,668,3277,4856,1068,5678,930,40,1938,666,23227,5375,3,69,7,16439,1244,50,2,38,23227,4644,13486,830,7699,741,1047,23227,1245,16797,1801,4419,32,11,3979
"256","MMR222","Shan","MMR014D002","Loilen","MMR014014","Kunhing",11137,9250,1887,16.9435215946844,50063,3340,4.49519619287061,407,1492,2221,2342,1854,1159,698,473,491,11137,333,1547,1169,2754,5129,118,51,36,11137,10378,172,128,412,21,26,11137,243,8287,76.5915417078208,1203,103,96,1205,11137,3166,29,6,7889,24,23,11137,69,5795,14,2729,14,2489,27,11137,5075,349,3369,2272,72,11137,916,219,2859,60,482,4013,2424,164,11137,939,250,2371,993,405,4110,1493,181,17,378,11137,1007,280,2353,849,410,4359,1535,4,23,317,11137,192,4,15,22,10433,454,13,0,4,11137,1866,5216,461,3180,277,515,11137,437,7608,1770,894,159,19,3744
"257","MMR222","Shan","MMR014D002","Loilen","MMR014015","Kyethi",14712,11445,3267,22.2063621533442,70623,3741,4.80036704730832,428,1468,2448,2970,2722,1833,1195,984,664,14712,316,996,619,4846,7853,35,25,22,14712,14203,84,29,373,12,11,14712,261,4339,31.2669929309407,8264,268,764,816,14712,4241,24,12,10406,15,14,14712,74,8436,14,4387,16,1769,16,14712,8013,237,4577,1794,91,14712,1193,1012,4499,299,254,2363,4939,153,14712,2288,150,1208,3949,506,5557,693,353,0,8,14712,2522,99,739,2875,668,7097,690,8,4,10,14712,369,0,68,2,14014,244,12,1,2,14712,3387,5918,354,1033,165,53,14712,435,10067,1127,1575,8,11,4936
"258","MMR222","Shan","MMR014D002","Loilen","MMR014016","Mongkaing",16332,12980,3352,20.5241244183199,71921,2373,4.40368601518491,667,1918,3214,3451,2983,1922,1022,612,543,16332,10,899,857,6242,7482,45,78,719,16332,15829,174,98,143,9,79,16332,59,5394,33.3884398726427,5914,809,642,3514,16332,4792,47,12,11412,18,51,16332,57,7865,322,6268,52,1471,297,16332,6768,441,7574,1384,165,16332,2037,549,5495,434,171,1317,4873,1456,16332,1030,286,3415,2884,208,2317,5636,10,0,546,16332,1070,286,3355,2543,214,2677,5642,1,0,544,16332,1263,0,12,1,14935,72,0,0,49,16332,2560,1895,98,829,137,28,16332,413,8895,995,1343,6,3,5058
"259","MMR222","Shan","MMR014D002","Loilen","MMR014017","Monghsu",15867,13115,2752,17.3441734417344,68589,4163,4.32274532047646,950,1968,3047,3258,2751,1742,1068,621,462,15867,112,1134,1048,4398,6611,211,65,2288,15867,14544,773,171,225,115,39,15867,213,7297,47.3309384256633,6517,399,237,1204,15867,3011,21,7,12533,31,264,15867,71,7266,25,3349,2711,2051,394,15867,6416,775,6092,2372,212,15867,470,475,4213,699,521,1816,7521,152,15867,3851,169,2779,2148,351,4108,2011,134,112,204,15867,3879,189,2614,2103,342,4383,2007,7,129,214,15867,25,2,23,13,11777,3827,178,1,21,15867,3805,7211,160,3482,206,525,15867,312,8767,1013,531,17,6,2942
"260","MMR222","Shan","MMR014D003","Langkho","MMR014018","Langkho",9548,7123,2425,25.3979891076665,38344,1967,4.01591956430666,878,1610,1987,1812,1295,849,479,312,326,9548,371,498,4578,2284,1635,108,46,28,9548,8785,135,131,464,16,17,9548,187,7204,77.4088814411395,1308,78,87,684,9548,1578,20,6,7882,30,32,9548,46,2295,8,5370,22,1767,40,9548,1551,921,4969,1998,109,9548,4558,57,3017,182,94,147,1464,29,9548,300,2180,784,162,104,5230,371,349,10,58,9548,326,4216,774,162,155,3522,318,7,11,57,9548,2544,6,6,9,6811,154,6,0,12,9548,2480,5478,663,3401,294,449,9548,313,6788,2799,1244,574,30,2541
"261","MMR222","Shan","MMR014D003","Langkho","MMR014019","Mongnai",8485,6552,1933,22.7813789039481,36747,2689,4.33081909251621,479,1134,1719,1698,1350,888,573,330,314,8485,525,1318,1109,2178,2979,170,28,178,8485,7331,214,120,727,56,37,8485,125,5161,62.2981732469063,2283,48,342,526,8485,2073,13,10,6264,12,113,8485,71,3502,110,2156,23,2500,123,8485,2532,637,2802,2337,177,8485,4517,250,2348,65,98,114,1071,22,8485,1238,415,2698,1819,253,923,323,448,209,159,8485,1355,438,2886,1825,281,967,323,24,227,159,8485,2085,0,4,3,6191,185,11,0,6,8485,1540,4819,56,1821,278,264,8485,269,6089,1115,1219,8,1,1148
"262","MMR222","Shan","MMR014D003","Langkho","MMR014020","Mawkmai",7194,5883,1311,18.2235195996664,32281,1529,4.48721156519322,325,837,1345,1428,1256,854,569,349,231,7194,80,458,832,2301,3433,32,12,46,7194,6918,53,62,117,3,41,7194,120,3966,56.7973311092577,2362,59,35,652,7194,2784,28,10,4322,5,45,7194,20,3937,2,2240,9,945,41,7194,3743,8,2465,931,47,7194,1226,82,1745,137,99,1013,2832,60,7194,1234,968,1114,498,1079,953,1263,42,1,42,7194,1228,957,1049,410,1075,1178,1257,0,0,40,7194,779,0,6,1,6340,65,1,0,2,7194,701,1687,20,262,56,10,7194,77,3975,934,239,1,1,2557
"263","MMR222","Shan","MMR014D003","Langkho","MMR014021","Mongpan",5421,4342,1079,19.9040767386091,23503,2423,4.33554694705774,335,728,1090,1071,845,568,338,238,208,5421,436,348,536,1890,2048,83,41,39,5421,4623,131,120,500,13,34,5421,356,3413,69.5259177273566,1115,30,114,393,5421,2096,60,5,3129,95,36,5421,9,2621,15,1481,44,1220,31,5421,1423,513,2683,732,70,5421,2464,53,1965,78,125,45,673,18,5421,812,114,2407,315,2,973,643,53,0,102,5421,935,121,2212,200,134,1036,674,13,0,96,5421,1289,4,8,53,3987,60,10,1,9,5421,1240,2804,117,2373,252,180,5421,157,3387,1938,357,9,1,843
"264","MMR222","Shan","MMR015D001","Lashio","MMR015001","Lashio",64932,40330,24602,37.8888683545863,305923,17482,4.71143657980657,2846,7110,11597,12909,10964,7534,4790,3352,3830,64932,4499,20909,6881,5528,25475,817,274,549,64932,48314,9932,1285,4089,914,398,64932,600,48623,75.8069980903099,12122,489,356,2742,64932,6398,99,72,57871,353,139,64932,494,28596,467,4276,257,30529,313,64932,11237,11435,5346,35978,936,64932,34468,1501,8572,1822,447,1991,15548,583,64932,9655,1568,21040,5065,2487,4139,5223,13135,1039,1581,64932,13833,2264,27455,5021,2515,5209,5088,231,1672,1644,64932,26279,51,45,66,32071,6025,222,3,170,64932,15307,44205,4330,30118,3910,6087,64932,5127,46569,6024,3663,23,17,9167
"265","MMR222","Shan","MMR015D001","Lashio","MMR015002","Hseni",11779,9022,2757,23.4060616351133,54190,2472,4.60056031921216,543,1323,1988,2389,2068,1474,911,582,501,11779,574,3417,1562,466,5126,141,33,460,11779,10645,298,94,658,68,16,11779,47,9141,78.0032260803124,2050,107,173,261,11779,1084,32,12,10491,26,134,11779,28,5868,486,285,53,4985,74,11779,1843,3302,657,5930,47,11779,2666,272,1547,257,276,776,5809,176,11779,1618,405,4504,1316,414,667,1481,1136,20,218,11779,1754,386,4828,1322,434,1099,1532,149,96,179,11779,1956,1,3,8,9524,274,9,0,4,11779,3031,7407,528,5087,232,524,11779,526,8577,2236,2170,5,4,951
"266","MMR222","Shan","MMR015D001","Lashio","MMR015003","Mongyai",13328,9389,3939,29.5543217286915,56768,2608,4.2593037214886,433,1466,2934,3332,2389,1372,722,410,270,13328,218,682,636,3107,8282,155,60,188,13328,12859,81,49,276,4,59,13328,42,3690,28.0012004801921,7317,396,377,1506,13328,5081,117,10,8070,9,41,13328,85,9711,107,1847,12,1482,84,13328,7846,574,3098,1627,183,13328,896,1211,3345,857,134,757,5642,486,13328,1883,11,1858,2493,585,3311,2946,61,0,180,13328,1920,12,1854,2248,583,3568,2954,4,0,185,13328,509,6,31,5,12622,105,8,0,42,13328,2245,4855,271,1801,125,189,13328,320,7787,1260,1424,37,34,4930
"267","MMR222","Shan","MMR015D001","Lashio","MMR015004","Tangyan",35142,25655,9487,26.9961868988675,166461,6344,4.73681065391839,1092,3162,5983,7562,6551,4631,2819,1820,1522,35142,479,3265,1804,6541,22603,272,62,116,35142,33387,746,231,606,101,71,35142,251,13495,39.1155881850777,13985,1644,500,5267,35142,7599,127,25,27085,98,208,35142,296,24280,112,5124,98,5138,94,35142,17924,4657,5557,6651,353,35142,795,1501,8303,1360,793,2734,18414,1242,35142,6277,588,5900,4618,2506,5088,8919,699,0,547,35142,6458,664,6249,4493,2447,5298,8965,9,0,559,35142,107,4,71,38,33096,1717,81,0,28,35142,7867,15929,794,3698,424,471,35142,874,23061,2069,1879,23,11,12794
"268","MMR222","Shan","MMR015D002","Muse","MMR015009","Muse",32758,25393,7365,22.4830575737225,154513,17296,4.71680200256426,1434,3661,5694,6744,5303,3752,2454,1880,1836,32758,2743,8893,3899,1823,13668,72,27,1633,32758,22523,8519,350,915,313,138,32758,658,26156,81.8548140912144,3764,644,576,960,32758,1437,59,43,28400,2679,140,32758,130,14648,599,1158,1062,14720,441,32758,1011,6638,336,24273,500,32758,24589,1786,409,49,147,5437,314,27,32758,6383,2762,2878,561,133,268,3079,16350,42,302,32758,19468,3339,4785,722,149,577,3274,63,107,274,32758,10487,296,81,561,16836,4151,239,1,106,32758,4919,25895,4056,23105,2238,2227,32758,3761,25648,4573,5640,45,32,801
"269","MMR222","Shan","MMR015D002","Muse","MMR015010","Namhkan",21417,15235,6182,28.8649203903441,104198,2836,4.86520054162581,817,1857,3166,4403,3953,2985,1872,1265,1099,21417,139,2620,1913,5650,10467,192,39,397,21417,19704,938,182,355,163,75,21417,903,12611,63.0994070131204,5117,1910,146,730,21417,2688,28,21,18350,180,150,21417,77,12692,28,3168,718,4566,168,21417,1070,9899,763,9485,200,21417,10540,2114,1338,85,347,5680,797,516,21417,7248,807,5306,806,1015,589,1758,3697,99,92,21417,9404,856,6555,845,991,645,1883,165,14,59,21417,4638,51,161,123,15714,682,34,2,12,21417,2891,13997,1966,12775,646,539,21417,1064,16347,3544,2335,20,15,283
"270","MMR222","Shan","MMR015D002","Muse","MMR015011","Kutkai",32080,23951,8129,25.3397755610973,170728,3924,5.32194513715711,963,2481,4118,5240,5500,4901,3615,2595,2667,32080,484,4564,2618,3475,17215,266,136,3322,32080,29279,1360,250,864,92,235,32080,608,16879,54.5105985037406,10424,1191,925,2053,32080,4975,89,34,26615,63,304,32080,146,18571,3577,1962,153,7173,498,32080,9101,10714,1574,9940,751,32080,8490,6131,3125,691,97,3737,9484,325,32080,12252,447,4951,2590,1557,3561,4655,1865,1,201,32080,13351,570,5430,2441,1586,3926,4551,13,1,211,32080,2792,7,277,16,28535,432,13,1,7,32080,6759,14876,2296,6752,492,797,32080,1157,19539,1660,1429,12,9,7703
"271","MMR222","Shan","MMR015D003","Kyaukme","MMR015012","Kyaukme",38256,27508,10748,28.094939355918,162297,9812,4.24239335006274,2013,5212,7906,8448,6140,3842,2169,1336,1190,38256,696,6907,3165,7209,19314,396,81,488,38256,33646,2353,828,1075,179,175,38256,485,25261,67.2992471769134,10709,529,392,880,38256,5704,67,36,32281,65,103,38256,185,23283,33,5266,141,9132,216,38256,9582,5219,8393,14574,488,38256,12481,945,5824,2146,718,4303,10424,1415,38256,2725,1036,11584,3748,1081,1593,11551,4239,136,563,38256,3663,1093,14077,3857,1232,1906,11819,33,14,562,38256,7898,9,23,19,26591,3624,54,2,36,38256,8020,20530,1246,11234,911,941,38256,1082,24690,6274,2301,14,15,6929
"272","MMR222","Shan","MMR015D003","Kyaukme","MMR015013","Nawnghkio",32224,26159,6065,18.8213753723932,139717,10125,4.33580561072493,1151,3591,6741,7726,5742,3441,1916,1094,822,32224,843,7869,6674,3220,12916,260,137,305,32224,28887,992,480,784,942,139,32224,1026,21564,70.1030287984111,6429,282,642,2281,32224,3145,94,25,28586,150,224,32224,190,15872,49,1808,172,13818,315,32224,8315,2250,5074,16023,562,32224,7565,382,7629,1885,548,1075,12854,286,32224,2673,1527,9844,4629,447,3840,4809,3666,11,778,32224,3719,1508,11733,4756,527,4362,4867,13,7,732,32224,2603,30,1,31,24643,4754,126,0,36,32224,11257,17657,1239,10409,508,1216,32224,1157,21215,4638,3670,50,77,7182
"273","MMR222","Shan","MMR015D003","Kyaukme","MMR015014","Hsipaw",37906,29946,7960,20.9993140927558,167154,9004,4.40969767319158,1211,4012,7903,9091,6779,4137,2239,1365,1169,37906,875,3844,2229,9985,20656,149,55,113,37906,34939,1224,387,1125,149,82,37906,200,20642,54.9833799398512,15438,487,233,906,37906,9396,101,33,28224,97,55,37906,153,22514,27,8911,71,6135,95,37906,13364,4645,11226,8414,257,37906,9097,650,5503,1499,468,3001,16429,1259,37906,1758,1573,10591,7729,1363,7665,4109,1642,6,1470,37906,2123,1544,11073,7392,1208,9067,4021,21,12,1445,37906,6299,0,16,11,29622,1906,37,0,15,37906,7510,18038,1225,10200,553,592,37906,1039,27602,4564,3037,205,126,6293
"274","MMR222","Shan","MMR015D003","Kyaukme","MMR015015","Namtu",11641,8445,3196,27.4546860235375,48460,1963,4.16287260544627,844,1660,2329,2364,1887,1163,657,371,366,11641,289,1132,1346,2285,6087,261,39,202,11641,8708,938,161,578,1219,37,11641,91,7142,62.1338372992011,2996,497,329,586,11641,1925,118,23,9403,132,40,11641,89,7329,17,1668,61,2438,39,11641,4017,1369,3420,2704,131,11641,5092,93,1019,443,12,1139,3346,497,11641,4857,104,866,1320,1239,1700,1173,179,0,203,11641,4988,83,860,1216,1221,1887,1175,3,0,208,11641,3051,1,4,5,8125,432,12,0,11,11641,2794,7341,410,1223,232,56,11641,249,7168,633,527,13,1,2417
"275","MMR222","Shan","MMR015D003","Kyaukme","MMR015016","Namhsan",13685,9813,3872,28.2937522835221,66426,5778,4.85392765801973,591,1367,2088,2525,2465,1763,1276,927,683,13685,35,207,582,8513,4132,117,36,63,13685,11885,474,1167,116,20,23,13685,142,7060,52.6269638290099,5406,149,744,184,13685,1533,54,18,12048,9,23,13685,51,5792,49,6721,269,774,29,13685,2362,2927,7710,560,126,13685,2593,206,1869,308,91,5736,2270,612,13685,1456,2,23,16,72,177,11483,445,0,11,13685,1484,2,25,17,72,180,11889,4,0,12,13685,1157,0,2,2,12465,53,2,0,4,13685,3159,5344,316,1338,123,23,13685,145,6737,142,73,4,4,137
"276","MMR222","Shan","MMR015D003","Kyaukme","MMR015017","Mongmit",13652,8893,4759,34.8593612657486,58848,4482,4.31057720480516,647,1588,2803,3052,2377,1451,867,523,344,13652,268,558,1002,2596,9014,130,41,43,13652,12667,246,203,509,9,18,13652,113,10226,75.7324934075593,2715,75,69,454,13652,6979,26,4,6561,19,63,13652,45,10630,137,1622,13,1170,35,13652,5678,636,6024,1244,70,13652,744,55,3084,924,2137,955,5475,278,13652,210,6394,1878,778,125,1879,1716,490,0,182,13652,302,6918,1919,776,125,1566,1757,21,87,181,13652,20,3,8,0,10536,3028,33,0,24,13652,3907,7565,482,3559,166,321,13652,328,10252,5113,299,30,198,4394
"277","MMR222","Shan","MMR015D003","Kyaukme","MMR015018","Mabein",8632,6983,1649,19.1033364226135,41213,6185,4.77444392956441,177,692,1500,1996,1622,1138,684,497,326,8632,89,254,363,5102,2760,42,17,5,8632,8185,247,38,150,7,5,8632,166,7809,92.3887859128823,192,29,5,431,8632,4284,61,9,4265,11,2,8632,43,4528,8,3527,11,514,1,8632,750,66,7238,552,26,8632,302,28,1753,1433,1229,6,3866,15,8632,266,6962,513,59,34,744,22,5,0,27,8632,265,6875,503,56,34,850,22,0,0,27,8632,8,2,2,5,7469,1120,23,3,0,8632,3880,6117,628,3389,142,165,8632,798,7518,3277,529,291,495,5432
"278","MMR222","Shan","MMR015D003","Kyaukme","MMR015019","Manton",7683,5860,1823,23.727710529741,37254,1347,4.84888715345568,232,723,1190,1442,1448,1105,720,486,337,7683,62,124,107,1454,5613,240,32,51,7683,7358,128,83,81,4,29,7683,19,1921,25.2505531693349,4219,334,857,333,7683,4118,33,3,3475,3,51,7683,47,6135,137,1023,68,258,15,7683,3975,1894,1439,286,89,7683,836,1124,1704,401,23,992,1600,1003,7683,2066,19,475,272,469,1458,2913,9,0,2,7683,1830,22,379,242,413,1778,3015,0,0,4,7683,256,15,38,3,7336,23,0,0,12,7683,1493,1447,62,421,28,8,7683,75,2696,53,54,2,3,1238
"279","MMR222","Shan","MMR015D004","Kunlong","MMR015020","Kunlong",10392,8866,1526,14.6843725943033,55355,3419,5.32669361046959,355,815,1201,1720,1786,1641,1131,858,885,10392,224,1572,1268,1026,5982,22,10,288,10392,9329,364,77,479,124,19,10392,131,3847,38.2794457274827,2869,596,190,2759,10392,1015,29,7,9264,47,30,10392,29,6189,243,756,50,3013,112,10392,1790,4367,215,3914,106,10392,449,299,986,357,137,3684,4185,295,10392,1631,53,1354,590,901,729,4656,304,10,164,10392,1758,60,1353,594,1003,913,4462,6,53,190,10392,388,2,3,25,9664,287,13,0,10,10392,1267,6129,1886,2469,216,93,10392,421,6772,435,703,34,8,1332
"280","MMR222","Shan","MMR015D005","Laukkaing","MMR015022","Laukkaing",15181,12761,2420,15.9409788551479,83860,10990,5.5240102760029,291,1010,1744,2488,2752,2434,1723,1284,1455,15181,2265,4400,3892,1271,1919,88,37,1309,15181,12637,1405,111,914,54,60,15181,466,7648,53.4483894341611,2046,518,167,4336,15181,238,42,11,14088,741,61,15181,21,1857,1543,975,78,10506,201,15181,253,3598,213,11019,98,15181,13591,157,623,39,46,82,616,27,15181,3218,86,1535,622,2499,210,4109,2847,37,18,15181,5030,277,2094,633,3229,294,3564,14,14,32,15181,3134,52,2,200,11660,112,4,0,17,15181,792,11704,2028,10775,572,431,15181,2349,8754,1087,883,6,6,328
"281","MMR222","Shan","MMR015D005","Laukkaing","MMR015023","Konkyan",9665,8538,1127,11.6606311433006,59565,497,6.16295913088464,110,367,720,1261,1600,1742,1417,1087,1361,9665,123,438,1939,1516,3148,34,6,2461,9665,9461,73,14,99,4,14,9665,144,1148,13.3678220382825,838,1594,361,5580,9665,1029,18,25,7272,1295,26,9665,27,2822,3710,1149,20,1763,174,9665,1134,5802,209,2404,116,9665,1517,1267,2356,159,100,2597,1298,371,9665,5906,11,15,202,940,403,2081,1,0,106,9665,5901,14,15,202,941,403,2077,0,0,112,9665,115,0,41,2,9456,27,0,0,24,9665,148,3473,1007,4681,77,73,9665,315,4770,82,231,0,1,339
"282","MMR222","Shan","MMR015D006","Hopang","MMR015021","Hopang",11216,9348,1868,16.6547788873039,59438,1662,5.2993937232525,403,971,1481,1884,1878,1532,1096,935,1036,11216,596,2691,1049,1254,5430,55,45,96,11216,10288,411,55,307,111,44,11216,311,4983,47.2004279600571,3232,656,113,1921,11216,1451,79,10,9017,570,89,11216,60,5919,79,811,143,4158,46,11216,2114,3762,515,4693,132,11216,6037,367,1123,273,16,432,2922,46,11216,4620,140,1743,526,605,841,2210,387,33,111,11216,4865,98,1751,484,637,1015,2209,17,33,107,11216,1197,10,16,18,9771,183,15,0,6,11216,1432,6228,1059,5078,252,229,11216,614,5824,562,997,23,18,2722
